Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
EIF3J		1	1	1066	<0.1%	No
UCP3		11	11	4071	0.3%	No
UCP2		15	15	3372	0.4%	No
MARCO		18	18	3844	0.5%	No
PEA15		2	2	2048	<0.1%	No
UFD1		6	6	2771	0.2%	No
SRSF9		5	5	3372	0.1%	No
KRT37		8	8	3709	0.2%	No
SCGB1A1		1	1	60	1.7%	No
SLC35A2		12	12	3774	0.3%	No
KRT36		10	10	3437	0.3%	No
UGDH		7	7	3202	0.2%	No
KRT38		21	21	3864	0.5%	No
UGCG		9	8	3181	0.3%	No
ARF5		2	2	1883	0.1%	No
JMJD7-PLA2G4B		13	11	2692	0.4%	No
ARG1		9	9	3609	0.2%	No
UCP1		4	4	1633	0.2%	No
ARG2		7	7	3391	0.2%	No
RHOA		70	68	7253	0.9%	Yes
RHOB		22	14	3804	0.4%	No
RHOC		7	7	2865	0.2%	No
RLF		55	49	3588	1.4%	No
UCN		1	1	237	0.4%	No
RLBP1		7	7	3558	0.2%	No
UPK1B		6	5	1584	0.3%	No
RLN2		14	14	3609	0.4%	No
UGT2B4		14	14	3623	0.4%	No
UGT2B10		21	21	4114	0.5%	No
GALNT4		4	4	2450	0.2%	No
UGT2B7		14	13	3504	0.4%	No
DGAT1		1	1	216	0.5%	No
UGT2B17		7	7	3102	0.2%	No
RNASE2		4	4	523	0.8%	No
UGT2B15		19	19	3751	0.5%	No
UMOD		13	13	3774	0.3%	No
CDC23		9	9	3318	0.3%	No
RNASE4		4	4	556	0.7%	No
RNASE3		5	5	3372	0.1%	No
UGT8		19	15	3774	0.4%	No
S1PR4		11	11	4011	0.3%	No
RND3		11	11	3051	0.4%	No
RHOG		2	2	216	0.9%	No
ARHGAP1		8	7	2865	0.2%	No
ARHGAP4		21	19	3504	0.5%	No
HYAL2		12	11	3372	0.3%	No
ARHGAP5		61	49	4279	1.1%	No
UGT1A		2	2	982	0.2%	No
ARHGAP6		24	24	3825	0.6%	No
UGP2		14	14	3184	0.4%	No
JRKL		3	3	2865	0.1%	No
ARHGDIA		9	8	3378	0.2%	No
RBMXL1		17	16	3494	0.5%	No
ARHGDIB		6	6	3437	0.2%	No
RHOH		2	2	1066	0.2%	Yes
ANKRD30BL		1	1	237	0.4%	No
TCEANC		8	8	2865	0.3%	No
SPANXN2		12	12	2965	0.4%	No
SPANXN1		1	1	1066	<0.1%	No
UNG		3	3	1303	0.2%	No
COL14A1		96	77	4174	1.8%	No
RNF2		14	11	3267	0.3%	No
NR1H2		25	23	3588	0.6%	No
USP4		20	20	3895	0.5%	No
UPP1		13	13	3372	0.4%	No
RNF4		1	1	12	8.3%	No
BRD2		14	14	3418	0.4%	No
RNF6		29	29	4050	0.7%	No
UPK2		4	4	2792	0.1%	No
RNASEL		22	22	4176	0.5%	No
UMPS		16	16	3609	0.4%	No
UCK2		9	9	3372	0.3%	No
SH3GLB2		7	7	2480	0.3%	No
RNASE6		5	5	2865	0.2%	No
C15ORF39		24	23	3890	0.6%	No
THAP10		11	11	3288	0.3%	No
SPIRE1		11	11	4076	0.3%	No
TMEM167B		7	7	3372	0.2%	No
NDUFA4L2		4	4	2865	0.1%	No
PNO1		7	7	3372	0.2%	No
PAPOLB		2	2	319	0.6%	No
UQCRC2		13	13	3756	0.3%	No
UQCRC1		11	11	3885	0.3%	No
LHFPL3		11	11	3162	0.3%	No
SLC26A5		13	12	2627	0.5%	No
UQCRFS1		4	4	2925	0.1%	No
ZC3H6		43	42	4127	1.0%	No
UROD		10	9	3102	0.3%	No
UQCRH		1	1	1066	<0.1%	No
ABCE1		20	20	3081	0.6%	No
ARMCX5-GPRASP2		1	1	216	0.5%	No
RNH1		3	3	1859	0.2%	No
UQCRB		6	6	3051	0.2%	No
NEDD8-MDP1		2	2	2048	<0.1%	No
UPK3A		4	4	2576	0.2%	No
KCP		1	1	1066	<0.1%	No
RNPEP		7	7	2981	0.2%	No
STARD7		14	14	3588	0.4%	No
EXOSC5		4	4	1799	0.2%	No
SMARCAD1		17	15	3486	0.4%	No
MEIS3		8	8	2965	0.3%	No
C2ORF83		3	3	205	1.5%	No
MAP3K7CL		1	1	237	0.4%	No
IFT46		12	12	3909	0.3%	No
C1GALT1		13	13	3825	0.3%	No
OTOR		7	7	2965	0.2%	No
USP1		25	25	3437	0.7%	No
DHX33		2	2	1573	0.1%	No
USH2A		405	390	6807	5.7%	No
UROS		7	7	2865	0.2%	No
NAT16		3	3	1198	0.3%	No
USF2		3	3	1303	0.2%	No
USF1		16	16	3825	0.4%	No
SEMA3G		16	16	3404	0.5%	No
LINC00207		1	1	817	0.1%	No
NCLN		5	5	2501	0.2%	No
GPR108		16	16	3609	0.4%	No
SPPL2B		1	1	216	0.5%	No
FEM1C		5	5	3081	0.2%	No
MCCC1		16	16	3588	0.4%	No
NMUR2		14	14	3475	0.4%	No
PAK6		19	17	3674	0.5%	No
LXN		6	6	3588	0.2%	No
C6ORF58		8	6	2771	0.2%	No
SLC39A13		10	10	3372	0.3%	No
PTCHD3		34	32	3928	0.8%	No
TDRD9		26	24	3988	0.6%	No
KLC3		16	16	3267	0.5%	No
TMEM247		25	25	3609	0.7%	No
G6PC3		1	1	60	1.7%	No
MFSD2B		3	3	2865	0.1%	No
FSD2		19	19	3558	0.5%	No
SLC22A25		26	26	3753	0.7%	No
WHAMM		10	10	3184	0.3%	No
PCARE		39	37	4028	0.9%	No
LYPD4		9	9	3609	0.2%	No
ROS1		219	204	10428	2.0%	Yes
RORC		16	16	3588	0.4%	No
ROBO2		50	48	4211	1.1%	No
ROBO1		51	49	3944	1.2%	Yes
ROM1		7	7	2865	0.2%	No
FAM187A		1	1	237	0.4%	No
ROCK1		31	27	3825	0.7%	No
ST20-MTHFS		1	1	1066	<0.1%	No
RORB		10	10	3925	0.3%	No
SPINK14		4	4	3372	0.1%	No
RORA		4	4	3051	0.1%	No
C2ORF81		12	12	3774	0.3%	No
C2ORF78		38	38	3941	1.0%	No
C2ORF68		4	4	3372	0.1%	No
MOB1B		6	6	2655	0.2%	No
ZNF764		5	5	1489	0.3%	No
POC1B-GALNT4		5	5	1664	0.3%	No
LINC02692		2	2	817	0.2%	No
STARD4		9	9	3372	0.3%	No
ASB16		6	6	1892	0.3%	No
TSPYL6		5	5	3167	0.2%	No
WDR36		14	14	3928	0.4%	No
C12ORF29		3	3	237	1.3%	No
C16ORF46		4	4	2865	0.1%	No
LMF2		4	4	3051	0.1%	No
GPR142		18	18	3630	0.5%	No
MSANTD3		11	9	3081	0.3%	No
SKIDA1		26	25	4153	0.6%	No
WASHC2A		26	25	3372	0.7%	No
IQCJ-SCHIP1		10	10	3825	0.3%	No
NHLRC2		21	21	3653	0.6%	No
SPATC1		6	6	1799	0.3%	No
CCDC172		20	20	3558	0.6%	No
PLA2G4E		9	9	3885	0.2%	No
LRRC53		2	2	286	0.7%	No
ANKRD9		1	1	237	0.4%	No
PRAMEF1		13	11	2865	0.4%	No
INTS3		21	18	3497	0.5%	No
PRAMEF2		25	25	3860	0.6%	No
WNK1		63	58	4252	1.4%	No
SOWAHC		7	7	3186	0.2%	No
SLC38A5		13	13	3284	0.4%	No
KHDC1		5	5	1282	0.4%	No
HES3		2	2	1799	0.1%	No
PRR7		2	2	1066	0.2%	No
TMEM121		4	4	216	1.9%	No
MIEF1		10	10	3609	0.3%	No
ARMCX6		20	20	2981	0.7%	No
PRICKLE1		19	19	4076	0.5%	No
PRAMEF12		9	9	3081	0.3%	No
TXNDC15		8	8	3372	0.2%	No
NLE1		9	9	3825	0.2%	No
NDFIP1		12	12	6283	0.2%	No
NSUN4		4	4	2771	0.1%	No
KRT20		8	8	3318	0.2%	No
MCTP1		14	14	3151	0.4%	No
ITIH5		26	26	4136	0.6%	No
LINC02868		1	1	216	0.5%	No
GRTP1		10	10	3558	0.3%	No
TOLLIP		2	2	453	0.4%	No
ACBD4		7	7	3081	0.2%	No
ZFHX4		171	154	4298	3.6%	No
STARD5		5	5	3318	0.2%	No
PIMREG		1	1	1066	<0.1%	No
PLEKHA5		18	14	3081	0.5%	No
THAP7		15	15	3825	0.4%	No
TBPL2		11	11	2450	0.4%	No
MICALL2		17	17	3925	0.4%	No
SPX		5	5	3372	0.1%	No
RNF216		5	5	2008	0.2%	No
DNER		11	11	4028	0.3%	No
SESTD1		14	13	3537	0.4%	No
OTOP2		26	26	3993	0.7%	No
BTF3L4		6	6	3588	0.2%	No
CCDC74B		13	13	3372	0.4%	No
AKAP14		4	4	2771	0.1%	No
STIMATE		1	1	507	0.2%	No
ELOA3DP		1	1	982	0.1%	No
SLC6A17		18	18	4111	0.4%	No
TSEN2		13	13	3394	0.4%	No
THUMPD2		13	13	4011	0.3%	No
TRMT13		13	13	3214	0.4%	No
GEMIN7		4	4	3102	0.1%	No
ACTR3C		6	4	1943	0.2%	No
CHPF2		7	7	1873	0.4%	No
C1ORF115		1	1	817	0.1%	No
LRRC74A		17	17	3609	0.5%	No
ISOC2		2	2	423	0.5%	No
AARSD1		7	6	2148	0.3%	No
KATNBL1		5	5	2865	0.2%	No
DGCR8		16	15	3181	0.5%	No
ELMO3		2	2	1883	0.1%	No
PHLDB2		34	33	3890	0.8%	No
RCCD1		5	5	2871	0.2%	No
LYSMD1		15	11	3081	0.4%	No
TAS2R60		4	4	1317	0.3%	No
ZNF34		12	12	2968	0.4%	No
FBXO31		9	9	3081	0.3%	Yes
NEURL1B		2	2	216	0.9%	No
OTULINL		6	6	3184	0.2%	No
UGT2B28		10	10	3504	0.3%	No
GSDMD		1	1	100	1.0%	No
HEATR5B		50	50	4455	1.1%	No
PRMT7		12	12	3774	0.3%	No
SPRING1		2	2	237	0.8%	No
ZNF408		6	6	3046	0.2%	No
TMX3		14	14	3051	0.5%	No
KPRP		24	24	3709	0.6%	No
C11ORF71		4	4	3081	0.1%	No
ALG9		10	10	3795	0.3%	No
COL18A1		43	42	3844	1.1%	No
UGT2A3		4	4	1347	0.3%	No
ARMC5		25	22	3372	0.7%	No
THEMIS		21	19	3925	0.5%	No
TMCO1		7	7	2865	0.2%	No
SMOX		9	9	3197	0.3%	No
LYZL2		8	8	3151	0.3%	No
SSBP4		13	11	2981	0.4%	No
C11ORF45		5	5	2543	0.2%	No
ZNF805		23	23	3372	0.7%	No
AMDHD1		20	19	3669	0.5%	No
CCDC82		33	33	3988	0.8%	No
FRG2		1	1	1066	<0.1%	No
SLC2A14		14	14	2803	0.5%	No
LRRC31		15	15	3588	0.4%	No
IQCA1		33	33	4174	0.8%	No
MYH14		63	63	3966	1.6%	No
SUGCT		16	15	3774	0.4%	No
KLHL36		5	5	1279	0.4%	No
RERGL		6	6	3825	0.2%	No
ZNF665		19	18	3688	0.5%	No
B9D2		4	4	3372	0.1%	No
NOTCH2NLA		4	4	1883	0.2%	No
TMEM177		6	6	3167	0.2%	No
CLMN		28	27	4114	0.7%	No
LIMD2		2	2	1883	0.1%	No
DRC1		16	16	3488	0.5%	No
BPIFB1		19	17	3372	0.5%	No
ATP23		11	9	3795	0.2%	No
TSR2		10	10	3437	0.3%	No
TMEM250		3	3	2036	0.1%	No
HYLS1		10	10	3437	0.3%	No
ARHGAP36		22	21	4076	0.5%	No
ACBD5		17	17	3709	0.5%	No
IFNE		9	9	2978	0.3%	No
EFCAB3		20	20	4114	0.5%	No
ABHD12B		3	3	1347	0.2%	No
IQCF1		17	16	3825	0.4%	No
FAAP24		10	10	3372	0.3%	No
SLC37A2		23	20	3618	0.6%	No
TMEM218		3	3	2865	0.1%	No
VWA5B2		14	14	3925	0.4%	No
NRROS		18	18	3774	0.5%	No
RNF185		7	7	3202	0.2%	No
INTS5		28	20	3898	0.5%	No
DNHD1		72	71	4127	1.7%	No
OR10A5		7	7	2172	0.3%	No
OR2AG1		16	16	2788	0.6%	No
FLG2		93	87	4339	2.0%	No
HRNR		116	108	4269	2.5%	No
SLCO6A1		15	12	3181	0.4%	No
CMIP		11	11	3588	0.3%	No
TRIM4		17	14	3551	0.4%	No
RIBC1		9	9	3372	0.3%	No
OR8G5		1	1	1066	<0.1%	No
GLYCTK		11	11	3825	0.3%	No
EFCAB11		2	2	2048	<0.1%	No
STKLD1		18	18	3774	0.5%	No
PPM1M		7	7	2865	0.2%	No
TSPAN18		3	3	2865	0.1%	No
CYP26C1		4	4	216	1.9%	No
OR8B12		12	12	4011	0.3%	No
C5ORF47		2	2	216	0.9%	No
ISX		10	10	3437	0.3%	No
KCNH7		40	39	4176	0.9%	No
OR4D5		3	3	2264	0.1%	No
SHKBP1		13	13	3669	0.4%	No
OR6T1		9	9	2843	0.3%	No
BTBD6		7	7	3421	0.2%	No
OR10S1		6	6	2390	0.3%	No
HELB		18	18	3791	0.5%	No
OR10G9		12	12	2892	0.4%	No
PKDCC		2	2	1883	0.1%	No
FAM161B		22	21	3985	0.5%	No
PTGR2		5	5	2965	0.2%	No
TEX33		9	9	3437	0.3%	No
CLEC4D		12	12	3383	0.4%	No
LIPM		1	1	100	1.0%	No
OR10G8		9	9	3081	0.3%	No
SLC35E4		1	1	817	0.1%	No
GPIHBP1		3	3	567	0.5%	No
CEP72		19	19	3588	0.5%	No
IQCC		14	14	3504	0.4%	No
TSR1		27	26	3688	0.7%	No
INTS13		13	13	3925	0.3%	No
ASF1B		5	5	3081	0.2%	No
ATF7IP		25	25	3825	0.7%	No
N4BP2		48	46	4214	1.1%	No
BTBD7		27	26	3950	0.7%	No
TBCEL		15	15	3648	0.4%	No
CBWD5		5	5	1799	0.3%	No
NLRP9		27	27	3939	0.7%	No
NLRP10		17	17	3658	0.5%	No
NLRP14		23	19	4114	0.5%	No
S100A7A		4	4	3372	0.1%	No
ARL1		6	6	3372	0.2%	No
HHAT		19	18	3860	0.5%	No
C1ORF112		13	13	3181	0.4%	No
PHOX2A		3	3	246	1.2%	No
ARL2		3	3	2151	0.1%	No
FAM222B		9	9	2865	0.3%	No
ARL3		5	5	3102	0.2%	No
VPS35		14	14	3791	0.4%	No
ARNT		22	20	3825	0.5%	Yes
ZAR1		6	5	2865	0.2%	No
ARNTL		10	10	3558	0.3%	No
DNAJC11		15	15	3709	0.4%	No
ZFP64		53	53	3993	1.3%	No
ARR3		13	13	3774	0.3%	No
ARRB1		6	6	3472	0.2%	No
ARRB2		7	7	3855	0.2%	No
NAXD		10	10	3609	0.3%	No
SLC38A2		8	8	2865	0.3%	No
ARFGAP1		9	9	3372	0.3%	No
SERPINA9		4	4	1282	0.3%	No
SERPINB7		9	7	3588	0.2%	No
ZG16		4	4	1789	0.2%	No
TNK1		5	5	2865	0.2%	No
ENAH		25	23	3472	0.7%	No
ARSA		9	9	3372	0.3%	No
IPO4		16	16	3591	0.4%	No
ARSB		14	14	3372	0.4%	No
NLGN3		46	46	4214	1.1%	No
COA1		4	4	2264	0.2%	No
UBXN6		1	1	1066	<0.1%	No
MORC4		19	19	3958	0.5%	No
STS		8	8	2385	0.3%	No
CHFR		5	5	2185	0.2%	No
PARVA		8	8	3372	0.2%	No
IGFLR1		6	6	2015	0.3%	No
EDEM2		16	16	3825	0.4%	No
GTDC1		10	10	3588	0.3%	No
ARSD		5	5	1622	0.3%	No
ARSL		21	21	3709	0.6%	No
B4GALT3		7	7	2771	0.3%	No
CNDP2		14	14	3558	0.4%	No
ARSF		12	12	3774	0.3%	No
CCDC51		11	6	3102	0.2%	No
B4GALT2		1	1	817	0.1%	No
DNAH11		366	342	6870	5.0%	No
NUP133		17	17	3318	0.5%	No
PPCS		8	6	2385	0.3%	No
ART1		3	3	1303	0.2%	No
B4GALT4		8	8	3609	0.2%	No
SIAE		11	11	3674	0.3%	No
AP5M1		11	11	3607	0.3%	No
NPEPL1		6	6	3081	0.2%	No
B3GALT2		9	8	3588	0.2%	No
AAGAB		4	4	2930	0.1%	No
ART3		3	3	1303	0.2%	No
B3GALT1		9	8	3825	0.2%	No
TBL1XR1		65	57	6334	0.9%	Yes
B3GALT4		13	13	3472	0.4%	No
B3GALNT1		6	6	3472	0.2%	No
CCAR1		64	57	4171	1.4%	No
CTSF		17	17	3691	0.5%	No
MBTPS1		17	17	3674	0.5%	No
TMEM184C		8	8	2965	0.3%	No
AGK		14	12	3372	0.4%	No
ART4		4	4	1633	0.2%	No
ARVCF		18	18	3609	0.5%	No
CDK5RAP2		37	36	3709	1.0%	No
TMEM30A		8	8	2264	0.4%	Yes
OGDHL		33	33	3928	0.8%	No
OGFOD3		10	10	3804	0.3%	No
SEPTIN11		3	3	1519	0.2%	No
ABCC3		34	33	4111	0.8%	No
WDR12		4	4	2264	0.2%	No
C11ORF80		11	11	3680	0.3%	No
ASAH1		5	5	1991	0.3%	No
NOL4		16	16	3877	0.4%	No
RCOR3		12	12	3825	0.3%	No
MYLK-AS1		1	1	186	0.5%	No
PAGE1		17	17	3795	0.4%	No
UGGT2		57	55	3783	1.5%	No
PRKRIP1		3	3	2264	0.1%	No
INTS9		16	16	3988	0.4%	No
LRRK1		46	45	3885	1.2%	No
ASCL1		2	2	237	0.8%	No
TNFRSF25		8	8	3391	0.2%	No
NOL9		4	4	1363	0.3%	No
TRADD		6	6	3372	0.2%	No
TAS2R5		8	8	3588	0.2%	No
COLGALT1		9	9	3825	0.2%	No
RNGTT		9	9	3475	0.3%	No
GPAA1		12	12	2946	0.4%	No
UTRN		226	216	6685	3.2%	No
CLRN1		5	5	3107	0.2%	No
RNMT		6	6	3421	0.2%	No
PBX4		9	9	3372	0.3%	No
FAM72B		2	2	2048	<0.1%	No
ESX1		13	12	3795	0.3%	No
DNAJC10		19	19	3990	0.5%	No
ZNF701		15	15	3102	0.5%	No
TTC17		24	23	3825	0.6%	No
DHX32		21	21	3658	0.6%	No
NARS2		13	13	3691	0.4%	No
ACTL10		2	2	402	0.5%	No
ASGR1		2	2	1799	0.1%	No
NSUN7		10	10	3491	0.3%	No
EZHIP		18	18	3774	0.5%	Yes
ASGR2		8	8	2952	0.3%	No
E2F8		18	18	3756	0.5%	No
H2AJ		2	2	453	0.4%	No
SSH1		21	20	3332	0.6%	No
INAVA		8	8	2865	0.3%	No
C20ORF202		1	1	1066	<0.1%	No
ASL		22	22	3795	0.6%	No
GAR1		4	4	3372	0.1%	No
IFT122		40	39	4236	0.9%	No
TBC1D17		17	17	3288	0.5%	No
DEFB132		4	4	2930	0.1%	No
YIPF1		8	8	3609	0.2%	No
EXOC1		28	24	3688	0.7%	No
KCTD17		2	2	402	0.5%	No
URI1		11	11	3372	0.3%	No
RBM27		33	31	3990	0.8%	No
ASMT		5	5	2865	0.2%	No
EED		26	26	7148	0.4%	Yes
GFOD1		6	6	3267	0.2%	No
ZNF83		14	14	3558	0.4%	No
TEFM		7	7	3102	0.2%	No
SEMA5B		28	28	3157	0.9%	No
GET3		10	9	3184	0.3%	No
SNX4		7	7	3051	0.2%	No
NGLY1		9	9	3825	0.2%	No
TTLL7		29	24	3558	0.7%	No
SNX3		12	12	3372	0.4%	No
SH3TC1		21	20	4339	0.5%	No
BBS10		20	20	3609	0.6%	No
GBF1		34	34	3709	0.9%	No
CTNNAL1		22	21	3774	0.6%	No
ADAM19		36	31	3993	0.8%	No
CLEC4C		7	7	3437	0.2%	No
TNFSF14		7	7	3472	0.2%	No
AKNA		47	45	3929	1.1%	No
VBP1		6	6	1910	0.3%	No
TNFSF10		3	3	1166	0.3%	No
VAV2		20	17	4011	0.4%	Yes
TNFSF9		3	3	2285	0.1%	No
TNFSF13		4	4	1799	0.2%	No
VCAM1		25	23	4114	0.6%	No
TNFSF12		4	3	1282	0.2%	No
SLC19A3		8	8	3267	0.2%	No
TSGA10		31	26	3753	0.7%	No
SNORA22		1	1	1066	<0.1%	No
ASNS		17	17	3421	0.5%	No
TBC1D23		15	15	3942	0.4%	No
KCTD5		2	2	1252	0.2%	No
SASH3		14	14	2433	0.6%	No
PRR11		8	8	3609	0.2%	No
VPS37B		6	6	3372	0.2%	No
FAM177B		10	10	3391	0.3%	No
EXOC2		42	39	4044	1.0%	No
ASPA		16	16	3609	0.4%	No
ASPH		27	23	4230	0.5%	No
MBD5		36	36	4176	0.9%	No
ANKRD55		7	7	2367	0.3%	No
SAYSD1		5	5	332	1.5%	No
ASS1		8	8	3712	0.2%	No
TDP1		8	7	2601	0.3%	No
ZNF768		11	11	3318	0.3%	No
ANLN		25	25	3826	0.7%	No
SUV39H2		3	3	2285	0.1%	No
MYOM1		46	46	3990	1.2%	No
WDR59		11	11	4028	0.3%	No
KDM6A		175	166	9916	1.7%	Yes
RIPK1		22	22	3712	0.6%	No
THAP9		21	18	3925	0.5%	No
CFAP44		70	63	3941	1.6%	No
PALB2		77	76	7002	1.1%	Yes
UVRAG		14	14	4011	0.3%	No
MYH13		54	53	3825	1.4%	No
LIN28A		5	5	3372	0.1%	No
ZNF839		6	6	2099	0.3%	No
VASP		8	8	2202	0.4%	No
VARS1		12	11	2687	0.4%	No
SH3D21		11	11	3367	0.3%	No
CRADD		1	1	216	0.5%	No
VAV1		22	22	4011	0.5%	Yes
ADAM15		26	25	3855	0.6%	No
VEGFA		14	14	6213	0.2%	Yes
ADAM9		13	13	3167	0.4%	No
VDR		7	7	2439	0.3%	No
VEGFC		6	6	3081	0.2%	No
VEGFB		6	4	2865	0.1%	No
VWA7		29	29	4236	0.7%	No
SLC44A4		15	14	3543	0.4%	No
UPF3B		34	34	3674	0.9%	No
MARCKSL1		5	5	3372	0.1%	No
ERMARD		12	12	3588	0.3%	No
MPIG6B		5	5	2543	0.2%	No
RIN2		23	19	3795	0.5%	No
MCTP2		35	35	3988	0.9%	No
SLC25A22		7	7	3558	0.2%	No
LY6G6C		4	4	3081	0.1%	No
CMTR2		26	26	3609	0.7%	Yes
ZNF385D		9	9	1450	0.6%	No
SNIP1		8	8	2220	0.4%	No
RIOK2		13	13	3472	0.4%	No
ZFAND1		9	9	3588	0.3%	No
TAF7L		32	31	3729	0.8%	No
LMBRD1		12	12	3825	0.3%	No
ZNF750		5	5	2758	0.2%	Yes
TXLNG		12	12	3774	0.3%	No
MOV10L1		28	28	4076	0.7%	No
ASB13		10	10	3081	0.3%	No
ZNF415		41	41	3704	1.1%	No
FBXO42		10	10	3318	0.3%	No
PRR3		5	5	3588	0.1%	No
ATAD2B		54	52	4330	1.2%	No
FGD6		42	38	3934	1.0%	No
VCP		19	19	3825	0.5%	No
ADAM21		28	28	3731	0.8%	No
ZNF668		9	9	3839	0.2%	No
DPH7		7	6	1329	0.5%	No
VCL		30	30	4114	0.7%	No
ADAM20		21	19	3483	0.5%	No
DHRS12		3	3	2048	0.1%	No
VDAC2		12	12	3756	0.3%	No
ADAM23		24	24	3365	0.7%	No
VDAC1		10	9	3102	0.3%	No
DEPDC1B		7	7	3712	0.2%	No
ARRDC1		8	8	2582	0.3%	No
PRR13		1	1	237	0.4%	No
VDAC3		3	3	2048	0.1%	No
NBPF9		12	12	2865	0.4%	No
ADAM18		10	10	3709	0.3%	No
PABPC4		19	18	3795	0.5%	No
UPF3A		12	12	3588	0.3%	No
RP9		7	7	3102	0.2%	No
VIM		11	11	3709	0.3%	No
EZR		10	10	3618	0.3%	Yes
CDS2		13	13	3825	0.3%	No
RP2		12	12	3472	0.3%	No
VIPR1		6	6	3288	0.2%	No
VIP		7	7	3607	0.2%	No
RP1		79	76	3357	2.3%	No
RAB11A		9	9	2843	0.3%	No
CD164		4	4	2409	0.2%	No
RPGR		63	63	6683	0.9%	No
VIPR2		15	12	3318	0.4%	No
TNFRSF14		6	6	4349	0.1%	Yes
IQCN		25	23	4036	0.6%	No
SRCIN1		18	18	4127	0.4%	No
RSRC2		17	15	3025	0.5%	No
ACAD10		23	23	3688	0.6%	No
SLC35G2		11	9	3383	0.3%	No
LRIF1		22	22	4011	0.5%	No
MRPS21		3	3	1883	0.2%	No
CSGALNACT1		9	9	3688	0.2%	No
ASTN1		72	72	4214	1.7%	No
ARHGAP39		9	9	3162	0.3%	No
TTYH3		2	2	1303	0.2%	No
SERPINC1		28	27	3825	0.7%	No
XRN1		47	43	4236	1.0%	No
PCID2		7	7	3609	0.2%	No
ZBBX		34	34	3866	0.9%	No
ZFHX3		173	153	7065	2.2%	Yes
DDX28		5	5	3267	0.2%	No
RETREG1		6	6	2336	0.3%	No
CCSER2		30	24	4011	0.6%	No
MINDY1		22	22	4011	0.5%	No
DIPK2B		12	12	3372	0.4%	No
CCDC7		38	35	3998	0.9%	No
FBXW5		6	6	2323	0.3%	No
ATF1		10	10	3102	0.3%	Yes
MIOS		11	11	3383	0.3%	No
CACNA2D3		80	76	6520	1.2%	No
ZNF419		8	8	2202	0.4%	No
ANKIB1		19	19	3434	0.6%	No
ATF3		11	11	3609	0.3%	No
METTL2B		14	14	3774	0.4%	No
ECHDC3		8	8	3488	0.2%	No
ATF4		19	19	3594	0.5%	No
SPIN2A		7	7	3372	0.2%	No
THSD7B		73	72	4176	1.7%	No
ETAA1		22	19	3874	0.5%	Yes
MBNL3		12	12	3318	0.4%	No
CLIP4		10	10	3475	0.3%	No
ELMOD2		4	4	3372	0.1%	No
LMAN1L		17	16	2943	0.5%	No
ADGB		37	34	4011	0.8%	No
VGF		5	4	2120	0.2%	No
ADAM7		13	12	3421	0.4%	No
VHL		6	6	4100	0.1%	Yes
ZFAND6		3	3	176	1.7%	No
VIL1		25	25	3893	0.6%	No
FADD		2	2	453	0.4%	No
SNAP23		9	9	3372	0.3%	No
TRPV1		1	1	982	0.1%	No
TNFRSF6B		5	5	3081	0.2%	No
VPREB1		3	3	1126	0.3%	No
VRK2		17	15	3588	0.4%	No
MTMR1		9	9	3421	0.3%	No
VRK1		6	6	2865	0.2%	No
MPDZ		62	46	4028	1.1%	No
NAPG		3	3	1282	0.2%	No
NAPA		13	13	3372	0.4%	No
LCORL		7	5	3184	0.2%	No
ATIC		11	11	3588	0.3%	Yes
ATM		252	227	7918	2.9%	Yes
RERE		39	38	4011	0.9%	No
ATOH1		14	14	3795	0.4%	No
ATP1A1		35	35	3947	0.9%	Yes
ATP1A2		37	37	4339	0.9%	No
ATP1A3		30	29	3990	0.7%	No
ATP12A		19	19	3895	0.5%	No
VLDLR		33	29	3674	0.8%	No
BEST1		12	12	3081	0.4%	No
RIPK2		10	10	3267	0.3%	No
RPE		2	2	1303	0.2%	No
VWF		62	62	4279	1.4%	No
RPL3		2	1	982	0.1%	No
WARS1		5	5	1722	0.3%	No
RPE65		12	12	3588	0.3%	No
RPL4		6	6	3372	0.2%	No
ZAN		66	64	3774	1.7%	No
RGS9		29	29	3928	0.7%	No
RPL3L		10	10	3588	0.3%	No
WAS		32	30	3825	0.8%	Yes
DLK1		8	8	2828	0.3%	No
MATN4		17	17	3950	0.4%	No
RPL5		10	10	3588	0.3%	Yes
WIPF1		10	8	2965	0.3%	No
RGS11		8	8	3318	0.2%	No
CNIH2		2	2	2048	<0.1%	No
ATP1A4		51	51	3769	1.4%	No
ATP1B1		11	10	3609	0.3%	No
RIOK3		8	8	2355	0.3%	No
ATP1B2		2	2	249	0.8%	No
ATP1B3		5	5	3609	0.1%	No
FXYD2		1	1	65	1.5%	No
ATP2A1		54	53	3725	1.4%	No
ATP2A2		21	21	3941	0.5%	No
ATP2A3		7	7	3205	0.2%	No
RPA1		5	5	3372	0.1%	No
VTN		14	13	3370	0.4%	No
VSNL1		6	6	2965	0.2%	No
RPA3		5	5	2865	0.2%	No
SIGLEC5		19	19	3430	0.6%	No
RPA2		5	5	2865	0.2%	No
TNFRSF10C		2	2	1282	0.2%	No
CLIP2		36	33	4174	0.8%	No
TNFRSF10B		3	3	1298	0.2%	No
RPL9		5	5	2501	0.2%	No
CORO2A		20	20	3372	0.6%	No
TNFRSF11A		14	14	3653	0.4%	Yes
RPL8		5	5	2865	0.2%	No
TNFRSF10D		11	11	3877	0.3%	No
